spitfire-t-shirt,,Default,configurable,"Default Category/space & aviation,Default Category/Design & Architecture",base,Spitfire,"<p>The Supermarine Spitfire, arguably the most&nbsp;recognizable&nbsp;aircraft in the world. It gained its legendary status during the ""Battle of Britain"", where it helped win the war against the Luftwaffe.</p>
<p>It was loved by its pilots and will remain as one of history's greatest aircraft. It thoroughly deserves this design!</p>",,,1,Taxable Goods,"Catalog, Search",,,,,spitfire-t-shirt,Spitfire,Spitfire,"<p>The Supermarine Spitfire, arguably the most&nbsp;recognizable&nbsp;aircraft in the world. It gained its legendary status during the ""Battle of Britain"", where it helped win the war against the Luftwaffe. Admire it here at weadmire.net with this special t shirt.</p>",,,,,,,,,,,,,Block after Info Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
