dr-lakra,,Default,configurable,Default Category/Arts & Culture,base,Dr Lakra,"<p>This design admires the Mexican artist, Dr Lakra (Jeronimo Lopez Ramirez) - born in 1972, originally a tattooist, Ramirez has become famous for his strange artworks which involve 'modifying' old images usually from the 50's. He modifies them by adding tattoo's to the people in the images (usually women) and also adding various 'scary' objects such as snakes and skulls.</p>",,,1,Taxable Goods,"Catalog, Search",,,,,dr-lakra,Dr Lakra,Dr Lakra,"<p>This design admires the Mexican artist, Dr Lakra (Jeronimo Lopez Ramirez)</p>",,,,,,,,,,,,,Block after Info Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eddie-merckx-le-cannibale,,Default,configurable,Default Category/Sports,base,Eddy Merckx - Le Cannibale,,,,1,Taxable Goods,"Catalog, Search",,,,,eddy-merckx-le-cannibale,Eddy Merckx - Le Cannibale,Eddy Merckx - Le Cannibale,<p>T-shirt in admiration of the great cyclist and athlete Eddy Merckx</p>,,,,,,,,,,,,,Block after Info Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escher,,Default,configurable,Default Category/Arts & Culture,base,Escher,"<p>The design is inspired by M. C. Escher, one of the greatest graphic artists who is famously know for his symmetrical and mathematical designs, most notably for me his pieces entitled 'Sky and Water' and 'Liberation'.&nbsp; The lithograph 'Liberation' was created by Escher in 1955 and greatly inspired me to design Escher Lobsters.&nbsp; I decided to use lobsters in the graphic piece because of the interesting shapes they create and how you can see their development from the triangle into their lobster form.</p>",,,1,Taxable Goods,"Catalog, Search",,,,,escher,Escher,Escher,"<p>The design is inspired by M. C. Escher, one of the greatest graphic artists who is famously know for his symmetrical and mathematical designs, most notably for me his pieces entitled 'Sky and Water' and 'Liberation'.</p>",,,,,,,,,,,,,Block after Info Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1-world-champions-t-shirt,,Default,configurable,"Default Category/Motor Vehicles,Default Category/Sports",base,F1 World Champions,"<p>This t-shirt design admires all the winners of the Formula One World Championship..</p>
<p>It shows all drivers who have won the championship since 1950, starting with Nino Farina all the way up to Sebastian Vettel in 2013.</p>
<p>Within the drivers names, I have put the years that they won the championship - here they are in order of WDC's won:</p>
<p>7</p>
<p>1994, 95, 00, 01, 02, 03, 04 <a href=""http://weadmire.net/tshirt/michael-schumacher-by-colin-carter-t-shirt/"" target=""_blank"">Michael Schumacher</a></p>
<p>&nbsp;</p>
<p>5</p>
<p>1951, 54, 55, 56, 57 <a href=""http://weadmire.net/tshirt/juan-manuel-fangio-t-shirt/"" target=""_blank"">Juan Manuel Fangio</a></p>
<p>&nbsp;</p>
<p>4</p>
<p>2010, 11, 12, 13 Sebastian Vettel</p>
<p>&nbsp;</p>
<p>3</p>
<p>1959, 60, 66<a href=""http://weadmire.net/tshirt/sir-jack-brabham-t-shirt/"" target=""_blank""> Jack Brabham</a></p>
<p>1975, 77, 84 Niki Lauda</p>
<p>1981, 83, 87 Nelson Piquet</p>
<p>1985, 86, 89 Alain Prost</p>
<p>1988, 90, 91 <a href=""http://weadmire.net/tshirt/ayrton-senna/"" target=""_blank"">Ayrton Senna</a></p>
<p>&nbsp;</p>
<p>2</p>
<p>1952, 53 Alberto Ascari</p>
<p>1962, 68 <a href=""http://weadmire.net/tshirt/graham-hill-triple-crown-t-shirt/"" target=""_blank"">Graham Hill</a></p>
<p>1963, 65 Jim Clark</p>
<p>1969, 71 Jackie Stewart</p>
<p>1972, 74 Emerson Fittipaldi</p>
<p>1998, 99 Mika Hakkinen</p>
<p>2005, 06 Fernando Alonso</p>
<p>&nbsp;</p>
<p>1</p>
<p>1950 Nino Farina</p>
<p>1958 Mike Hawthorn</p>
<p>1961 Phil Hill</p>
<p>1964 John Surtees</p>
<p>1967 Denny Hulme</p>
<p>1970 Jochen Rindt</p>
<p>1976 <a href=""http://weadmire.net/tshirt/james-hunt-t-shirt/"" target=""_blank"">James Hunt</a></p>
<p>1978 Mario Andretti</p>
<p>1979 <a href=""http://weadmire.net/tshirt/jody-sheckter-t-shirt/"" target=""_blank"">Jody Scheckter</a></p>
<p>1980 Alan Jones</p>
<p>1982 Keke Rosberg</p>
<p>1992 Nigel Mansell</p>
<p>1996 Damon Hill</p>
<p>1997 Jacques Villeneuve</p>
<p>2007 Kimi Raikkonen</p>
<p>2008 Lewis Hamilton</p>
<p>2009 Jenson Button</p>
<p>&nbsp;</p>
<p>Wear our F1 World Champions t-shirt and show your admiration for inspirational F1 winners and their teams, throughout the years.</p>",,,1,Taxable Goods,"Catalog, Search",,,,,f1-world-champions-t-shirt,F1 World Champions,F1 World Champions,<p>This t-shirt design admires all the winners of the Formula One World Championship. From weadmire.net.</p>,,,,,,,,,,,,,Block after Info Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
