edward-gibbon-t-shirt,,Default,configurable,"Default Category/Literature & Philosophy,Default Category/History & Politics",base,Edward Gibbon,"<p>Edward gibbon 1737-1794 is considered to be the father of modern historians of ancient rome. His major work - The History of the Decline and Fall of the Roman Empire - afforded him this distinction. <br /> The book has been critisized for it's treatment of the Christian church, in which Gibbon tried to&nbsp; document it as a historical institute rather than treating it as a special, supernatural case. His views aroused major backlash from christian groups and led to the banning of the book in several countries.<br /> despite this it was a major achievement of the time and it became a backbone for modern historians and still continues to be.</p>",,,1,Taxable Goods,"Catalog, Search",,,,,edward-gibbon-t-shirt,Edward Gibbon,Edward Gibbon,<p>Edward gibbon 1737-1794 is considered to be the father of modern historians of ancient rome. His major work - The History of the Decline and Fall of the Roman Empire - afforded him this distinction. Admire him with unique t-shirt.</p>,,,,,,,,,,,,,Block after Info Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fred-astair-silhouette-t-shirt,,Default,configurable,"Default Category/Geek films,Default Category/Film",base,Fred Astaire (Silhouette),"<p>Fred Astaire is responsible for some of the greatest tap dance routines ever committed to film. Even if you`re not a fan, watching the man`s timing, sense of rhythm and ingenuity is something to behold.</p>",,,1,Taxable Goods,"Catalog, Search",,,,,fred-astaire-silhouette-t-shirt,Fred Astaire (Silhouette),Fred Astaire (Silhouette),"<p>Fred Astaire T shirt. This shirt can be found under our film category. Dancing, singing. Partnered with Ginger Rogers. Films include Top Hat and That's Entertainment.</p>",,,,,,,,,,,,,Block after Info Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ganesha-t-shirt,,Default,configurable,"Default Category/Arts & Culture,Default Category/Popular Culture",base,Ganesha,"<p>This t-shirt design admires <a href=""http://en.wikipedia.org/wiki/Ganesha"" target=""_blank"">Ganesha</a> , (also known as Ganesh, Ganesa, Ganapati, Vinayaka &amp; Pillaiyer).</p>
<p>One of the world's most popular gods. He is worshipped mainly by the Hindu's, Ganesh rose in popularity during the Indian Gupta period in the 4th &amp; 5th centuries AD, but it actually first appeared in Sri Lanka in the 1st century AD around Mihintale, which is a mountain peak strongly associated with the birth of buddhism within Sri Lanka believe it or not!</p>
<p>Where Ganesh came from we may never know, but he is many peoples favourite deity, including mine, I hope you like my t-shirt design.</p>",,,1,Taxable Goods,"Catalog, Search",,,,,ganesha-t-shirt,Ganesha,Ganesha,"<p>This design admires <a href=""http://en.wikipedia.org/wiki/Ganesha"" target=""_blank"">Ganesha</a> , (also known as Ganesh, Ganesa, Ganapati, Vinayaka &amp; Pillaiyer). From weadmire.net.</p>",,,,,,,,,,,,,Block after Info Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glenurquhart-t-shirt,,Default,configurable,"Default Category/Popular Culture,Default Category/History",base,Glenurquhart,"<p>The first suit I ever owned was in classic grey Glenurquhart check popularly known as Prince of Wales check since it was worn by the dandy Edward VIII when he was Prince of Wales. I was mesmerised by the intricate pattern of dogtooth and check, so much so that it did not occur to me that the clothing I had bought was at least two sizes too big. I wore the simple classic check, but this 200 year old design can often be seen in multiple colours or combined with coloured over-checks to contrast the monotone pattern.</p>",,,1,Taxable Goods,"Catalog, Search",,,,,glenurquhart-t-shirt,Glenurquhart,Glenurquhart,"<p>Glenurquhart T-shirt, from weadmire.net</p>",,,,,,,,,,,,,Block after Info Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-lungs-t-shirt,,Default,configurable,Default Category/Science & Nature,base,Heart & Lungs,"<p>I have always been fascinated with anatomy, having to study the human body in Biology at school and also in my drawing classes at University.&nbsp; I find the drawings very intrinsic and beautiful and are also invaluable on learning how to capture a realistic drawing or painting of the human form.&nbsp; The design is an illustration of the heart, ribs and dissected lungs, a sophisticated pump and oxygenator that i can't help but admire.</p>",,,1,Taxable Goods,"Catalog, Search",,,,,heart-lungs-t-shirt,Heart & Lungs,Heart & Lungs,"<p>The design is an illustration of the heart, ribs and dissected lungs, a sophisticated pump and oxygenator that I can't help but admire.</p>",,,,,,,,,,,,,Block after Info Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homburg-t-shirt,,Default,configurable,"Default Category/Design & Architecture,Default Category/Popular Culture",base,Homburg,"<p>This design admires the Homburg hat and those who have been known to wear it.<br /> The homburg is a stylish hat that became popular during the late 19th century after King Edward VII returned from Bad Homburg vor der Hohe, Germany wearing one.<br /> Since then it has remained in fashion almost constantly, being especially popular with bankers &amp; gangsters!</p>",,,1,Taxable Goods,"Catalog, Search",,,,,homburg-t-shirt,Homburg,Homburg,"<p>A t-shirt that admires the iconic Homburg Hat, worn by gangsters, rappers and actors alike</p>",,,,,,,,,,,,,Block after Info Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hook-line-sinker-t-shirt,,Default,configurable,"Default Category/Sports,Default Category/Fishing,Default Category/Popular Culture",base,"Hook, Line & Sinker","<p>Hook, line &amp; sinker. An old idiom meaning 'completely', as in: if someone is taken with an idea completely, they are taken 'hook line and sinker'.<br /></p>",,,1,Taxable Goods,"Catalog, Search",,,,,hook-line-sinker-t-shirt,"Hook, Line & Sinker","Hook, Line & Sinker",<p>Hook line and sinker t-shirt from weadmire.net</p>,,,,,,,,,,,,,Block after Info Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
